,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
1558,32234250,0.73,False,Centrum-Oost,52.36593,4.91038,Entire home/apt,2,1.0,1.0,14,312.0,7,99,True,20,0,4.67,True,156.0,2184.0,0.13,0.18,0.23,4.99,0.0,2360.0
1559,32234486,1.0,False,Centrum-Oost,52.36477,4.90901,Entire home/apt,2,1.0,1.0,13,335.0,7,99,True,20,0,5.0,True,167.5,2345.0,0.04,0.26,0.17,4.99,0.0,2360.0
1560,32234583,1.0,False,Centrum-Oost,52.36386,4.9111,Entire home/apt,2,1.0,1.0,13,335.0,7,99,True,1,0,2.0,True,167.5,2345.0,0.06,0.18,0.26,4.99,0.0,2360.0
1561,32234666,0.6,False,Centrum-Oost,52.3647,4.9089,Entire home/apt,2,1.0,1.0,8,326.0,7,99,True,11,0,5.0,True,163.0,2282.0,0.15,0.11,0.32,4.99,0.0,2360.0
1562,32235074,0.7,False,Centrum-Oost,52.36594,4.91037,Entire home/apt,4,1.0,2.0,16,470.0,7,99,True,16,0,4.59,True,117.5,3290.0,0.1,0.07,0.15,10.99,0.0,2360.0
1563,32235313,0.9,False,Centrum-Oost,52.36609,4.91069,Entire home/apt,6,1.0,3.0,29,816.0,7,99,True,6,0,3.24,True,136.0,5712.0,0.13,0.17,0.34,10.99,0.0,2360.0
1564,32235358,0.71,False,Centrum-Oost,52.36418,4.91097,Entire home/apt,6,1.0,3.0,25,616.0,7,99,True,3,0,4.04,False,102.67,4312.0,0.12,0.21,0.25,10.99,0.0,2360.0
1565,32235546,1.0,False,Centrum-Oost,52.36599,4.91033,Entire home/apt,4,1.0,2.0,20,457.0,7,99,True,10,1,4.71,True,114.25,3199.0,0.05,0.21,0.27,10.99,0.0,2360.0
1566,32284498,0.0,False,De Baarsjes - Oud-West,52.36505,4.85071,Entire home/apt,4,2.0,1.0,13,150.0,3,1125,True,0,0,5.0,False,37.5,450.0,0.07,0.18,0.25,4.99,0.0,2360.0
1567,32304359,1.0,False,IJburg - Zeeburgereiland,52.36253,4.97756,Entire home/apt,4,4.0,5.0,9,250.0,3,29,True,0,1,4.63,False,62.5,750.0,0.06,0.12,0.27,4.99,0.0,2360.0
1568,32325935,0.31000000000000005,False,Zuid,52.3513,4.84865,Entire home/apt,4,2.0,2.0,8,200.0,2,1125,True,0,0,4.84,False,50.0,400.0,0.08,0.2,0.21,4.99,0.0,2360.0
1569,32331255,0.0,False,IJburg - Zeeburgereiland,52.36195,4.98747,Entire home/apt,4,4.0,4.0,11,200.0,5,14,True,1,0,5.0,False,50.0,1000.0,0.08,0.18,0.25,4.99,0.0,2360.0
1570,32371223,0.52,False,Centrum-Oost,52.36208,4.90865,Entire home/apt,2,1.0,1.0,1,80.0,14,1125,True,0,0,5.0,False,40.0,1120.0,0.04,0.13,0.14,4.99,0.0,2360.0
1571,32413659,1.0,True,Centrum-Oost,52.37426,4.90568,Entire home/apt,4,2.0,3.0,12,295.0,3,45,True,3,4,4.82,True,73.75,885.0,0.14,0.07,0.24,4.99,0.0,2360.0
1572,32485135,1.0,True,De Baarsjes - Oud-West,52.36798,4.86633,Hotel room,2,1.0,1.0,1,150.0,1,1125,True,29,71,4.85,True,75.0,150.0,0.07,0.18,0.17,4.99,0.0,2360.0
1573,32488859,0.33,False,De Baarsjes - Oud-West,52.36312,4.8756,Entire home/apt,4,2.0,2.0,15,284.0,3,1125,True,0,3,4.89,False,71.0,852.0,0.07,0.26,0.3,4.99,0.0,2360.0
1574,32541862,0.34,False,De Baarsjes - Oud-West,52.3687,4.86041,Private room,2,1.0,1.0,4,143.0,3,1125,True,17,2,5.0,False,71.5,429.0,0.08,0.14,0.19,4.99,0.0,2360.0
1575,32624418,0.27,False,Oud-Noord,52.38337,4.90474,Hotel room,1,1.0,1.0,6,79.0,1,1125,True,24,3,4.48,True,79.0,79.0,0.06,0.11,0.15,4.99,0.0,2360.0
1576,32624420,0.63,False,Oud-Noord,52.38524,4.90446,Hotel room,1,1.0,1.0,6,71.0,1,1125,True,16,2,3.65,True,71.0,71.0,0.05,0.11,0.17,2.99,0.0,2360.0
1577,32624425,0.77,False,Oud-Noord,52.38317,4.90284,Hotel room,1,1.0,1.0,1,73.0,1,1125,True,19,4,4.04,True,73.0,73.0,0.05,0.1,0.16,2.99,0.0,2360.0
1578,32624427,1.0,False,Oud-Noord,52.38315,4.90405,Hotel room,1,1.0,1.0,2,69.0,1,1125,True,15,3,4.239999999999999,True,69.0,69.0,0.04,0.13,0.15,2.99,0.0,2360.0
1579,32624429,0.8200000000000001,False,Oud-Noord,52.38512,4.90442,Hotel room,1,1.0,1.0,7,86.0,1,1125,True,25,9,4.62,True,86.0,86.0,0.04,0.13,0.16,4.99,0.0,2360.0
1580,32624963,0.98,False,Oud-Noord,52.38323,4.90427,Hotel room,1,1.0,1.0,8,164.0,1,1125,True,13,2,4.58,True,164.0,164.0,0.09,0.17,0.16,4.99,0.0,2360.0
1581,32624966,0.39,False,Oud-Noord,52.38322,4.90275,Hotel room,2,1.0,1.0,13,225.0,1,1125,True,20,3,4.11,True,112.5,225.0,0.11,0.21,0.21,4.99,0.0,2360.0
1582,32624969,0.76,False,Oud-Noord,52.38483,4.90477,Hotel room,4,1.0,2.0,15,396.0,1,1125,True,17,10,4.38,True,99.0,396.0,0.1,0.15,0.25,4.99,0.0,2360.0
1583,32625293,1.0,False,Oud-Noord,52.38312,4.90442,Hotel room,1,1.0,1.0,5,86.0,1,1125,True,21,8,4.46,True,86.0,86.0,0.04,0.09,0.15,4.99,0.0,2360.0
1584,32683114,0.31,False,De Pijp - Rivierenbuurt,52.35383,4.90189,Entire home/apt,3,1.0,2.0,9,157.0,7,1125,True,0,0,5.0,False,52.33,1099.0,0.07,0.11,0.23,4.99,0.0,2360.0
1585,32692691,0.8300000000000001,False,Westerpark,52.38595,4.88247,Entire home/apt,4,1.0,2.0,10,214.0,3,1125,True,0,1,4.92,False,53.5,642.0,0.11,0.26,0.22,4.99,0.0,2360.0
1586,32707589,0.5700000000000001,False,Centrum-Oost,52.36399,4.88607,Private room,4,2.0,3.0,1,207.0,1,1125,True,1,4,4.88,True,51.75,207.0,0.06,0.25,0.28,4.99,0.0,2360.0
1587,32774323,0.33,False,De Baarsjes - Oud-West,52.36804,4.86689,Entire home/apt,2,1.0,1.0,1,160.0,3,30,True,1,0,5.0,False,80.0,480.0,0.07,0.13,0.18,4.99,0.0,2360.0
1588,32780893,0.59,False,Zuid,52.35396,4.86537,Hotel room,4,1.0,4.0,8,211.0,3,1125,True,1,0,4.91,True,52.75,633.0,0.08,0.18,0.18,4.99,0.0,2360.0
1589,32806990,0.8200000000000001,False,De Baarsjes - Oud-West,52.36916,4.85836,Entire home/apt,2,1.0,1.0,7,150.0,5,365,True,0,0,4.86,False,75.0,750.0,0.07,0.25,0.17,4.99,0.0,2360.0
1590,32861412,1.0,True,Centrum-West,52.38754,4.88702,Private room,2,1.0,2.0,5,115.0,3,1125,True,4,4,4.9,True,57.5,345.0,0.07,0.14,0.18,4.99,0.0,2360.0
1591,32956414,0.84,False,IJburg - Zeeburgereiland,52.3607,4.9829,Entire home/apt,6,3.0,3.0,9,200.0,7,1125,True,0,0,4.67,False,33.33,1400.0,0.11,0.06,0.24,4.99,0.0,2360.0
1592,32974828,1.0,True,Bos en Lommer,52.37663,4.86173,Private room,2,1.0,1.0,3,89.0,2,10,True,2,9,4.88,True,44.5,178.0,0.07,0.12,0.16,4.99,0.0,2360.0
1593,33008703,0.56,False,Zuid,52.35392,4.88282,Entire home/apt,2,1.0,2.0,5,296.0,1,365,True,4,0,4.28,True,148.0,296.0,0.12,0.17,0.3,4.99,0.0,2360.0
1594,33008830,0.47,False,Zuid,52.35407,4.88158,Entire home/apt,4,1.0,2.0,8,327.0,1,365,True,11,1,3.25,True,81.75,327.0,0.03,0.21,0.15,4.99,0.0,2360.0
1595,33008921,0.74,False,Zuid,52.35587,4.88186,Entire home/apt,2,1.0,2.0,11,269.0,1,365,True,5,0,4.53,True,134.5,269.0,0.11,0.21,0.13,4.99,0.0,2360.0
1596,33013917,1.0,False,De Baarsjes - Oud-West,52.3678,4.8507,Entire home/apt,2,1.0,2.0,6,140.0,4,1125,True,0,0,5.0,False,70.0,560.0,0.05,0.2,0.19,4.99,0.0,2360.0
1597,33026828,0.7000000000000001,False,Watergraafsmeer,52.34053,4.92,Entire home/apt,6,4.0,4.0,21,542.0,3,3,True,0,0,4.65,True,90.33,1626.0,0.09,0.27,0.25,10.99,0.0,2360.0
1598,33042335,1.0,False,Noord-Oost,52.39451,4.9315,Entire home/apt,4,3.0,4.0,4,150.0,3,14,True,0,0,5.0,False,37.5,450.0,0.08,0.14,0.19,4.99,0.0,2360.0
1599,33061795,1.0,False,Watergraafsmeer,52.33928,4.94218,Entire home/apt,2,1.0,1.0,2,200.0,5,5,True,19,0,4.6,False,100.0,1000.0,0.1,0.25,0.24,4.99,0.0,2360.0
1600,33087684,0.19,False,De Pijp - Rivierenbuurt,52.34806,4.90658,Entire home/apt,2,1.0,1.0,4,150.0,3,1125,True,1,1,5.0,False,75.0,450.0,0.06,0.26,0.2,4.99,0.0,2360.0
1601,33089191,0.38,False,Slotervaart,52.36333,4.84242,Entire home/apt,2,1.0,1.0,2,150.0,4,1125,True,1,0,5.0,False,75.0,600.0,0.08,0.24,0.19,4.99,0.0,2360.0
1602,33129141,1.0,True,Bos en Lommer,52.37748,4.8634,Entire home/apt,2,1.0,1.0,7,200.0,1,1125,True,2,2,5.0,True,100.0,200.0,0.12,0.21,0.15,4.99,0.0,2360.0
1603,33180808,0.35000000000000003,False,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,3,2.0,2.0,5,221.0,3,7,True,7,0,4.4,False,73.67,663.0,0.06,0.15,0.18,4.99,0.0,2360.0
1604,33184440,0.42,False,IJburg - Zeeburgereiland,52.35431,4.99841,Entire home/apt,4,3.0,1.0,8,195.0,3,1125,True,0,0,4.86,False,48.75,585.0,0.08,0.14,0.27,4.99,0.0,2360.0
1605,33304570,1.0,True,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,2,1.0,1.0,1,130.0,3,11,True,0,0,5.0,False,65.0,390.0,0.07,0.09,0.17,4.99,0.0,2360.0
1606,33359293,1.0,False,De Baarsjes - Oud-West,52.37059,4.85031,Entire home/apt,2,1.0,1.0,1,140.0,2,10,True,0,1,5.0,False,70.0,280.0,0.06,0.14,0.16,4.99,0.0,2360.0
1607,33364999,0.83,False,Centrum-Oost,52.36188,4.89629,Entire home/apt,4,2.0,2.0,16,350.0,1,125,True,6,0,5.0,True,87.5,350.0,0.08,0.2,0.19,4.99,0.0,2360.0
1608,33412851,1.0,False,Centrum-West,52.38786,4.88604,Entire home/apt,4,1.0,2.0,1,174.0,7,180,True,0,0,3.0,True,43.5,1218.0,0.07,0.19,0.2,4.99,0.0,2360.0
1609,33412977,0.6,False,Centrum-West,52.38615,4.88665,Entire home/apt,4,2.0,2.0,10,195.0,1,1125,True,0,0,4.33,True,48.75,195.0,0.08,0.08,0.19,4.99,0.0,2360.0
1610,33424512,0.67,False,Geuzenveld - Slotermeer,52.37328,4.821,Entire home/apt,4,5.0,6.0,6,150.0,4,30,True,0,0,4.5,False,37.5,600.0,0.07,0.13,0.18,4.99,0.0,2360.0
1611,33441780,0.88,True,Oud-Noord,52.38929,4.93728,Private room,4,2.0,2.0,5,186.0,2,100,True,2,3,4.92,True,46.5,372.0,0.07,0.07,0.2,4.99,0.0,2360.0
1612,33503225,0.75,False,Osdorp,52.35778,4.79699,Entire home/apt,4,2.0,2.0,6,180.0,5,1125,True,0,0,5.0,False,45.0,900.0,0.08,0.13,0.2,4.99,0.0,2360.0
1613,33504455,0.5,False,De Baarsjes - Oud-West,52.36846,4.86849,Entire home/apt,2,1.0,1.0,13,250.0,3,7,True,1,1,5.0,False,125.0,750.0,0.13,0.12,0.34,4.99,0.0,2360.0
1614,33516464,0.8,False,De Pijp - Rivierenbuurt,52.35633,4.89571,Entire home/apt,2,1.0,1.0,9,150.0,6,1125,True,2,1,5.0,False,75.0,900.0,0.06,0.2,0.17,4.99,0.0,2360.0
1615,33553227,0.81,True,De Pijp - Rivierenbuurt,52.34528,4.91054,Entire home/apt,2,1.0,1.0,3,141.0,2,7,True,2,2,5.0,False,70.5,282.0,0.08,0.13,0.17,4.99,0.0,2360.0
1616,33568150,0.6,False,Noord-West,52.41512,4.90072,Entire home/apt,2,1.0,1.0,7,150.0,4,1125,True,0,1,4.93,False,75.0,600.0,0.07,0.24,0.26,4.99,0.0,2360.0
1617,33571399,0.67,False,De Baarsjes - Oud-West,52.36724,4.8591,Entire home/apt,4,3.0,2.0,6,135.0,3,25,True,0,0,4.83,False,33.75,405.0,0.09,0.07,0.16,4.99,0.0,2360.0
1618,33605770,0.59,False,De Pijp - Rivierenbuurt,52.35464,4.89793,Private room,2,1.0,2.0,10,231.0,1,1125,True,14,0,4.32,True,115.5,231.0,0.11,0.16,0.25,4.99,0.0,2360.0
1619,33633691,1.0,False,Westerpark,52.37667,4.87089,Entire home/apt,2,1.0,1.0,10,249.0,3,1125,True,0,0,4.91,False,124.5,747.0,0.07,0.13,0.18,4.99,0.0,2360.0
1620,33649321,1.0,False,De Baarsjes - Oud-West,52.3717,4.85317,Private room,3,1.0,2.0,5,86.0,3,1125,True,15,3,4.09,True,28.67,258.0,0.06,0.12,0.15,4.99,0.0,2360.0
1621,33660154,0.7,False,Centrum-West,52.38025,4.88227,Entire home/apt,2,1.0,1.0,17,298.0,3,14,True,1,2,4.96,False,149.0,894.0,0.06,0.23,0.2,4.99,0.0,2360.0
1622,33677630,0.5,False,IJburg - Zeeburgereiland,52.35656,4.9957,Entire home/apt,4,2.0,2.0,13,271.0,3,1125,True,0,0,5.0,False,67.75,813.0,0.11,0.29,0.23,4.99,0.0,2360.0
1623,33734417,1.0,True,Bijlmer-Centrum,52.3173,4.95538,Private room,4,2.0,2.0,5,134.0,1,7,True,4,2,4.55,False,33.5,134.0,0.06,0.15,0.14,4.99,0.0,2360.0
1624,33823199,0.29000000000000004,False,Oud-Noord,52.39246,4.9276,Private room,2,1.0,2.0,1,70.0,3,10,True,1,0,4.99,False,35.0,210.0,0.05,0.12,0.15,2.99,0.0,2360.0
1625,33875782,1.0,False,Noord-West,52.41801,4.89529,Entire home/apt,4,3.0,1.0,5,131.0,3,30,True,0,1,4.8,True,32.75,393.0,0.05,0.16,0.16,4.99,0.0,2360.0
1626,33877752,1.0,False,Noord-Oost,52.406845,4.932963,Entire home/apt,4,3.0,4.0,13,256.0,1,1125,True,7,1,5.0,False,64.0,256.0,0.12,0.16,0.17,4.99,0.0,2360.0
1627,33889977,0.0,False,Zuid,52.351528,4.848477,Entire home/apt,3,2.0,2.0,9,300.0,6,1125,True,2,0,5.0,False,100.0,1800.0,0.1,0.21,0.14,4.99,0.0,2360.0
1628,33904432,0.73,False,De Baarsjes - Oud-West,52.36559,4.87184,Entire home/apt,4,2.0,3.0,25,599.0,1,3,True,23,0,4.609999999999999,True,149.75,599.0,0.09,0.3,0.28,10.99,0.0,2360.0
1629,33926117,0.6,False,Slotervaart,52.359,4.82414,Entire home/apt,4,2.0,5.0,10,185.0,3,1125,True,0,0,5.0,False,46.25,555.0,0.08,0.21,0.21,4.99,0.0,2360.0
1630,33932364,0.8300000000000001,False,Bos en Lommer,52.38005,4.84695,Entire home/apt,2,1.0,1.0,11,167.0,4,14,True,1,2,5.0,False,83.5,668.0,0.09,0.18,0.22,4.99,0.0,2360.0
1631,33980766,1.0,True,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,3,1.0,2.0,10,203.0,1,1125,True,8,9,4.6,True,67.67,203.0,0.1,0.2,0.26,4.99,0.0,2360.0
1632,33986110,0.99,True,Centrum-Oost,52.37267,4.90286,Private room,2,1.0,1.0,4,120.0,3,1125,True,3,3,4.95,True,60.0,360.0,0.04,0.13,0.16,4.99,0.0,2360.0
1633,34008858,1.0,True,Oostelijk Havengebied - Indische Buurt,52.35962,4.9361,Private room,2,1.0,1.0,11,104.0,1,62,True,5,5,4.93,True,52.0,104.0,0.08,0.14,0.19,4.99,0.0,2360.0
1634,34032786,1.0,True,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,2,1.0,1.0,9,183.0,1,1125,True,10,1,4.79,True,91.5,183.0,0.07,0.18,0.21,4.99,0.0,2360.0
1635,34053070,1.0,False,Oostelijk Havengebied - Indische Buurt,52.370697,4.941571,Private room,2,1.0,1.0,8,90.0,3,1125,True,3,5,4.91,False,45.0,270.0,0.05,0.1,0.14,4.99,0.0,2360.0
1636,34070600,0.69,False,Oud-Noord,52.39205,4.92644,Entire home/apt,6,4.0,4.0,12,450.0,3,1125,True,0,0,4.18,True,75.0,1350.0,0.1,0.21,0.25,10.99,0.0,2360.0
1637,34087777,0.94,False,Zuid,52.34543,4.86498,Hotel room,4,2.0,2.0,9,190.0,1,1125,True,5,5,4.87,False,47.5,190.0,0.06,0.17,0.18,4.99,0.0,2360.0
1638,34137575,1.0,False,Westerpark,52.39266,4.8705,Entire home/apt,2,1.0,1.0,3,120.0,3,7,True,0,0,5.0,False,60.0,360.0,0.07,0.12,0.18,4.99,0.0,2360.0
1639,34174819,1.0,True,Oud-Oost,52.35796,4.93609,Private room,2,1.0,1.0,5,98.0,1,60,True,4,4,4.87,True,49.0,98.0,0.05,0.12,0.15,4.99,0.0,2360.0
1640,34242751,1.0,False,IJburg - Zeeburgereiland,52.35454,4.99238,Entire home/apt,4,2.0,2.0,10,150.0,5,25,True,0,2,5.0,False,37.5,750.0,0.08,0.13,0.23,4.99,0.0,2360.0
1641,34268932,0.73,False,Oostelijk Havengebied - Indische Buurt,52.36576,4.93927,Entire home/apt,4,2.0,2.0,10,220.0,4,1125,True,3,0,4.89,False,55.0,880.0,0.05,0.2,0.25,4.99,0.0,2360.0
1642,34274076,0.71,False,Oud-Oost,52.35609,4.90872,Entire home/apt,4,3.0,1.0,10,199.0,4,19,True,0,0,5.0,False,49.75,796.0,0.08,0.22,0.21,4.99,0.0,2360.0
1643,34349936,1.0,True,Centrum-West,52.37812,4.886629,Entire home/apt,2,1.0,1.0,2,218.0,3,60,True,2,1,4.7,True,109.0,654.0,0.09,0.12,0.22,4.99,0.0,2360.0
1644,34349938,0.8800000000000001,True,Centrum-West,52.368629,4.881309,Entire home/apt,2,1.0,1.0,11,229.0,3,60,True,1,0,4.39,True,114.5,687.0,0.08,0.13,0.26,4.99,0.0,2360.0
1645,34349941,1.0,True,Centrum-West,52.36886,4.88044,Entire home/apt,3,1.0,2.0,7,240.0,3,60,True,0,0,4.58,True,80.0,720.0,0.09,0.19,0.27,4.99,0.0,595.0
1646,34349950,1.0,True,Centrum-West,52.37812,4.886629,Entire home/apt,2,1.0,1.0,2,209.0,3,60,True,2,1,4.81,True,104.5,627.0,0.05,0.2,0.22,4.99,0.0,595.0
1647,34382716,1.0,True,Oud-Oost,52.35869,4.91334,Entire home/apt,2,1.0,1.0,4,70.0,5,14,True,0,0,4.4399999999999995,False,35.0,350.0,0.06,0.14,0.16,2.99,0.0,595.0
1648,34392876,0.3,False,IJburg - Zeeburgereiland,52.35569,4.9959,Entire home/apt,6,3.0,2.0,4,180.0,4,10,True,0,0,5.0,False,30.0,720.0,0.08,0.1,0.17,4.99,0.0,595.0
1649,34463121,0.5,False,De Baarsjes - Oud-West,52.36896,4.87603,Entire home/apt,2,1.0,1.0,7,160.0,5,1125,True,0,0,5.0,False,80.0,800.0,0.09,0.27,0.2,4.99,0.0,595.0
1650,34539389,0.88,False,Bos en Lommer,52.37558,4.83907,Entire home/apt,2,1.0,1.0,5,105.0,3,28,True,0,0,4.92,False,52.5,315.0,0.08,0.19,0.19,4.99,0.0,595.0
1651,34558486,1.0,True,De Baarsjes - Oud-West,52.36121,4.85949,Private room,2,1.0,1.0,7,141.0,3,35,True,1,7,4.87,False,70.5,423.0,0.06,0.13,0.15,4.99,0.0,595.0
1652,34587245,0.41999999999999993,True,Centrum-West,52.36997,4.88255,Private room,2,1.0,1.0,7,250.0,1,31,True,1,1,4.94,True,125.0,250.0,0.15,0.13,0.19,4.99,0.0,595.0
1653,34611784,0.10999999999999999,False,Centrum-West,52.3769,4.88125,Entire home/apt,3,1.0,2.0,14,450.0,4,21,True,0,0,4.78,True,150.0,1800.0,0.11,0.15,0.21,10.99,0.0,595.0
1654,34640050,1.0,True,Centrum-Oost,52.36784,4.90726,Private room,4,2.0,3.0,16,469.0,2,180,True,3,9,4.14,True,117.25,938.0,0.08,0.23,0.23,10.99,0.0,595.0
1655,34646769,0.9,False,De Baarsjes - Oud-West,52.36947,4.85533,Entire home/apt,4,1.0,2.0,17,160.0,3,30,True,0,0,4.89,False,40.0,480.0,0.07,0.14,0.16,4.99,0.0,595.0
1656,34677557,1.0,False,De Baarsjes - Oud-West,52.36393,4.87532,Entire home/apt,4,3.0,4.0,15,449.0,3,17,True,0,0,4.22,False,112.25,1347.0,0.1,0.24,0.22,10.99,0.0,595.0
1657,34714475,0.41000000000000003,False,Oud-Oost,52.36112222163683,4.916616539321116,Entire home/apt,2,1.0,1.0,12,140.0,5,1125,True,0,1,5.0,False,70.0,700.0,0.06,0.13,0.19,4.99,0.0,595.0
1658,34750770,0.94,True,Centrum-West,52.37646,4.89361,Private room,4,2.0,3.0,4,271.0,4,1125,True,8,2,4.9,False,67.75,1084.0,0.15,0.15,0.3,4.99,0.0,595.0
1659,34798355,0.6,False,Centrum-Oost,52.36004,4.89814,Entire home/apt,4,2.0,2.0,20,350.0,1,125,True,6,4,4.78,True,87.5,350.0,0.07,0.13,0.15,4.99,0.0,595.0
1660,34830481,0.8300000000000001,False,IJburg - Zeeburgereiland,52.37211,4.96944,Entire home/apt,4,2.0,2.0,11,149.0,3,20,True,0,0,4.92,False,37.25,447.0,0.08,0.15,0.18,4.99,0.0,595.0
1661,34936516,0.79,False,Zuid,52.35373,4.85667,Entire home/apt,4,2.0,2.0,2,175.0,4,7,True,1,0,4.75,False,43.75,700.0,0.08,0.26,0.16,4.99,0.0,575.0
1662,34982496,0.0,False,De Baarsjes - Oud-West,52.36814,4.86409,Entire home/apt,4,3.0,2.0,14,300.0,4,1125,True,0,0,5.0,False,75.0,1200.0,0.09,0.14,0.3,4.99,0.0,575.0
1663,34999754,0.8300000000000001,True,Centrum-West,52.37554,4.88149,Entire home/apt,4,3.0,3.0,24,750.0,3,28,True,0,0,4.92,True,187.5,2250.0,0.09,0.2,0.3,10.99,0.0,645.0
1664,35104980,0.6199999999999999,False,Centrum-West,52.37264,4.89288,Entire home/apt,4,2.0,2.0,18,441.0,3,7,True,0,0,4.79,True,110.25,1323.0,0.07,0.27,0.24,10.99,0.0,645.0
1665,35118660,0.67,False,IJburg - Zeeburgereiland,52.36424,4.98257,Entire home/apt,6,3.0,4.0,14,350.0,3,1125,True,0,0,4.5,False,58.33,1050.0,0.11,0.08,0.28,4.99,0.0,575.0
1666,35119963,1.0,True,Centrum-West,52.36972,4.88076,Entire home/apt,4,2.0,2.0,8,293.0,7,365,True,10,2,4.72,False,73.25,2051.0,0.09,0.23,0.22,4.99,0.0,595.0
1667,35157940,1.0,True,Noord-West,52.411499,4.916014,Private room,2,1.0,1.0,5,80.0,3,15,True,4,4,4.8,True,40.0,240.0,0.05,0.15,0.16,4.99,0.0,675.0
1668,35162748,0.61,False,Oud-Noord,52.39037,4.9102,Entire home/apt,2,1.0,1.0,3,120.0,5,1125,True,0,1,4.0,False,60.0,600.0,0.08,0.17,0.13,4.99,0.0,675.0
1669,35176175,0.8300000000000001,False,De Baarsjes - Oud-West,52.35984,4.85391,Entire home/apt,4,1.0,2.0,5,200.0,1,20,True,0,0,4.5,False,50.0,200.0,0.09,0.26,0.25,4.99,1.0,660.0
1670,35256770,0.97,False,Oud-Noord,52.39576,4.91687,Entire home/apt,3,2.0,2.0,9,200.0,3,1125,True,0,0,5.0,False,66.67,600.0,0.11,0.21,0.27,4.99,0.0,575.0
1671,35302424,0.37,False,De Pijp - Rivierenbuurt,52.3566,4.8953,Entire home/apt,4,3.0,3.0,14,215.0,3,16,True,0,1,4.93,False,53.75,645.0,0.08,0.17,0.29,4.99,1.0,660.0
1672,35338083,1.0,False,Oud-Oost,52.36269,4.92311,Entire home/apt,2,1.0,1.0,8,176.0,4,1125,True,6,0,4.62,False,88.0,704.0,0.07,0.2,0.19,4.99,0.0,675.0
1673,35344798,0.0,False,De Pijp - Rivierenbuurt,52.3566,4.89739,Entire home/apt,4,4.0,4.0,6,185.0,3,14,True,0,0,5.0,False,46.25,555.0,0.09,0.25,0.18,4.99,0.0,660.0
1674,35362184,0.67,False,Noord-West,52.41632,4.89848,Entire home/apt,4,3.0,2.0,6,180.0,4,25,True,0,0,5.0,False,45.0,720.0,0.07,0.2,0.21,4.99,0.0,595.0
1675,35364203,1.0,False,Oud-Oost,52.35029,4.91325,Entire home/apt,4,1.0,2.0,6,198.0,14,30,True,0,0,5.0,False,49.5,2772.0,0.09,0.18,0.19,4.99,0.0,595.0
1676,35367206,0.7000000000000001,False,De Baarsjes - Oud-West,52.36468,4.86633,Entire home/apt,2,1.0,1.0,14,200.0,3,35,True,4,1,4.94,False,100.0,600.0,0.06,0.1,0.23,4.99,0.0,595.0
1677,35367353,0.43,False,De Pijp - Rivierenbuurt,52.35582,4.90405,Entire home/apt,2,1.0,1.0,9,200.0,3,21,True,1,1,5.0,False,100.0,600.0,0.1,0.21,0.29,4.99,0.0,660.0
1678,35367609,0.06,False,De Pijp - Rivierenbuurt,52.34606,4.89752,Entire home/apt,4,2.0,2.0,10,239.0,3,1125,True,2,0,5.0,False,59.75,717.0,0.05,0.2,0.2,4.99,0.0,675.0
1679,35377203,1.0,False,Noord-Oost,52.3967,4.93892,Entire home/apt,4,2.0,2.0,5,104.0,3,30,True,0,0,5.0,False,26.0,312.0,0.06,0.16,0.18,4.99,0.0,675.0
1680,35394324,0.99,False,Oud-Oost,52.35358,4.91353,Hotel room,2,1.0,1.0,14,276.0,1,1125,True,27,6,4.76,True,138.0,276.0,0.05,0.21,0.28,4.99,0.0,660.0
1681,35396160,0.2,False,De Baarsjes - Oud-West,52.36014,4.86041,Entire home/apt,2,1.0,1.0,3,139.0,5,1125,True,0,0,4.6,False,69.5,695.0,0.07,0.09,0.22,4.99,1.0,645.0
1682,35421073,0.47000000000000003,False,De Baarsjes - Oud-West,52.3666,4.87301,Entire home/apt,2,1.0,1.0,8,175.0,3,20,True,0,1,5.0,False,87.5,525.0,0.08,0.19,0.14,4.99,1.0,645.0
1683,35484494,0.5,False,De Baarsjes - Oud-West,52.36374,4.85257,Entire home/apt,2,1.0,1.0,6,150.0,3,1125,True,0,0,4.71,False,75.0,450.0,0.07,0.21,0.27,4.99,1.0,660.0
1684,35507173,1.0,False,De Baarsjes - Oud-West,52.37197,4.87308,Entire home/apt,2,1.0,1.0,8,99.0,6,1125,True,0,0,4.73,False,49.5,594.0,0.05,0.12,0.15,4.99,1.0,675.0
1685,35526085,0.72,False,Centrum-Oost,52.36746,4.90727,Entire home/apt,4,3.0,3.0,11,120.0,3,1125,True,0,1,4.9,False,30.0,360.0,0.07,0.17,0.18,4.99,0.0,660.0
1686,35610949,0.99,False,De Baarsjes - Oud-West,52.36556,4.87667,Entire home/apt,2,1.0,1.0,6,165.0,2,14,True,0,2,4.79,False,82.5,330.0,0.07,0.22,0.28,4.99,1.0,645.0
