,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
728,12733599,0.3,False,Watergraafsmeer,52.34991,4.94026,Private room,2,1.0,1.0,11,79.0,30,1125,True,0,0,4.67,False,39.5,2370.0,0.06,0.12,0.17,4.99,0.0,1200.0
729,12744183,0.0,False,De Baarsjes - Oud-West,52.37002,4.85226,Entire home/apt,2,1.0,1.0,3,100.0,3,1125,True,0,0,4.97,False,50.0,300.0,0.06,0.12,0.19,4.99,0.0,1200.0
730,12761526,0.54,False,Watergraafsmeer,52.35442,4.93148,Entire home/apt,3,1.0,1.0,10,109.0,4,30,True,0,0,4.74,False,36.33,436.0,0.06,0.08,0.14,4.99,0.0,1200.0
731,12772984,0.8300000000000001,False,Watergraafsmeer,52.34219,4.91696,Entire home/apt,4,3.0,4.0,6,250.0,4,14,True,0,0,4.9,False,62.5,1000.0,0.09,0.21,0.28,4.99,0.0,1200.0
732,12840460,0.44999999999999996,False,Zuid,52.35351,4.88529,Entire home/apt,2,1.0,1.0,3,92.0,3,1125,True,0,0,4.96,False,46.0,276.0,0.07,0.12,0.15,4.99,0.0,1200.0
733,12885866,0.0,False,Geuzenveld - Slotermeer,52.38116,4.83607,Private room,2,1.0,1.0,1,50.0,10,90,True,0,0,4.57,False,25.0,500.0,0.07,0.09,0.15,2.99,0.0,1200.0
734,12959197,0.89,False,Westerpark,52.38277,4.87446,Entire home/apt,2,1.0,1.0,9,75.0,3,1125,True,0,0,4.81,False,37.5,225.0,0.08,0.11,0.16,4.99,0.0,1200.0
735,12970674,0.98,True,Centrum-Oost,52.36306,4.9083,Private room,2,1.0,1.0,2,110.0,3,1125,True,0,0,4.94,True,55.0,330.0,0.08,0.15,0.2,4.99,0.0,1200.0
736,13001861,0.0,False,Bos en Lommer,52.37732,4.86135,Entire home/apt,4,2.0,2.0,11,200.0,3,20,True,0,0,4.91,False,50.0,600.0,0.1,0.17,0.22,4.99,0.0,1200.0
737,13017363,0.2,False,Westerpark,52.37824,4.87087,Entire home/apt,2,1.0,1.0,8,150.0,28,1125,True,0,0,4.89,False,75.0,4200.0,0.08,0.08,0.2,4.99,0.0,1200.0
738,13017542,1.0,True,De Baarsjes - Oud-West,52.37027,4.85532,Entire home/apt,4,3.0,3.0,9,196.0,4,30,True,0,2,4.9,False,49.0,784.0,0.08,0.09,0.19,4.99,0.0,1200.0
739,13051355,0.5,False,Centrum-West,52.37103,4.89583,Private room,2,1.0,1.0,9,156.0,1,1125,True,5,4,4.52,True,78.0,156.0,0.06,0.15,0.21,4.99,0.0,1200.0
740,13074889,0.6,False,Zuid,52.34389,4.86687,Entire home/apt,4,2.0,4.0,5,240.0,4,30,True,0,1,4.94,False,60.0,960.0,0.09,0.24,0.22,4.99,0.0,1200.0
741,13103861,0.75,True,Centrum-Oost,52.36245,4.904,Private room,2,1.0,1.0,7,77.0,3,12,True,1,5,4.8,False,38.5,231.0,0.06,0.12,0.17,4.99,0.0,1200.0
742,13135409,0.21000000000000008,False,Zuid,52.35079,4.85205,Entire home/apt,2,1.0,1.0,4,90.0,4,1125,True,2,0,4.64,False,45.0,360.0,0.07,0.08,0.16,4.99,0.0,1200.0
743,13152028,0.27,False,Westerpark,52.3918,4.87313,Entire home/apt,4,2.0,2.0,11,195.0,4,1125,True,0,0,4.86,False,48.75,780.0,0.08,0.24,0.17,4.99,0.0,1200.0
744,13169294,0.0,False,Watergraafsmeer,52.35323,4.93898,Entire home/apt,4,3.0,3.0,4,175.0,4,14,True,0,0,4.67,False,43.75,700.0,0.09,0.24,0.21,4.99,0.0,1200.0
745,13187427,1.0,False,Watergraafsmeer,52.35387,4.92996,Entire home/apt,4,4.0,4.0,7,195.0,3,21,True,0,0,5.0,False,48.75,585.0,0.06,0.18,0.18,4.99,0.0,1200.0
746,13219341,0.5,False,Watergraafsmeer,52.34299,4.95102,Entire home/apt,4,3.0,4.0,9,230.0,3,1125,True,0,0,4.89,False,57.5,690.0,0.12,0.18,0.26,4.99,0.0,1200.0
747,13229949,0.0,False,Geuzenveld - Slotermeer,52.381,4.83538,Private room,2,1.0,1.0,2,59.0,5,1125,True,0,0,3.67,False,29.5,295.0,0.05,0.11,0.16,2.99,0.0,1200.0
748,13245827,0.25,False,Watergraafsmeer,52.35631,4.93949,Entire home/apt,4,2.0,4.0,14,250.0,3,1125,True,0,0,5.0,False,62.5,750.0,0.09,0.21,0.29,4.99,0.0,1200.0
749,13247212,0.5900000000000001,False,Centrum-Oost,52.37288,4.90648,Entire home/apt,4,1.0,1.0,14,292.0,2,9,True,0,0,4.93,False,73.0,584.0,0.1,0.14,0.21,4.99,0.0,1200.0
750,13256599,1.0,True,Centrum-West,52.36861,4.88607,Entire home/apt,3,1.0,1.0,12,210.0,7,180,True,8,1,4.82,False,70.0,1470.0,0.09,0.2,0.23,4.99,0.0,1200.0
751,13272633,1.0,True,Centrum-Oost,52.36532,4.91091,Private room,4,2.0,2.0,12,258.0,2,365,True,4,1,4.64,True,64.5,516.0,0.11,0.2,0.21,4.99,0.0,1200.0
752,13277304,0.0,False,IJburg - Zeeburgereiland,52.34993,5.00493,Entire home/apt,4,2.0,2.0,9,135.0,3,21,True,0,0,4.83,False,33.75,405.0,0.08,0.09,0.2,4.99,0.0,1200.0
753,13302853,0.4,False,Oostelijk Havengebied - Indische Buurt,52.37017,4.94396,Entire home/apt,4,5.0,6.0,8,250.0,3,30,True,0,0,4.88,False,62.5,750.0,0.1,0.27,0.16,4.99,0.0,1200.0
754,13314493,0.49000000000000005,False,Centrum-Oost,52.36397,4.90768,Private room,2,1.0,1.0,6,95.0,3,1125,True,0,0,4.97,False,47.5,285.0,0.04,0.12,0.17,4.99,0.0,1200.0
755,13353566,1.0,False,Noord-Oost,52.38531,4.95352,Private room,4,2.0,2.0,10,365.0,4,32,True,1,0,4.68,False,91.25,1460.0,0.1,0.16,0.28,4.99,0.0,1200.0
756,13389882,0.8300000000000001,False,Westerpark,52.3789,4.87492,Entire home/apt,2,1.0,1.0,8,250.0,5,1125,True,0,0,4.96,False,125.0,1250.0,0.08,0.22,0.23,4.99,0.0,1200.0
757,13421459,0.9500000000000001,False,Centrum-West,52.37178,4.88017,Entire home/apt,4,2.0,2.0,17,394.0,3,30,True,0,0,4.46,False,98.5,1182.0,0.16,0.26,0.24,4.99,0.0,1200.0
758,13425006,0.75,False,Westerpark,52.37763,4.86895,Entire home/apt,3,2.0,2.0,7,160.0,4,28,True,0,1,4.51,False,53.33,640.0,0.06,0.23,0.27,4.99,0.0,1200.0
759,13428614,1.0,False,Bos en Lommer,52.3779,4.86199,Entire home/apt,2,2.0,2.0,1,99.0,3,29,True,0,0,5.0,False,49.5,297.0,0.07,0.12,0.15,4.99,0.0,1200.0
760,13429174,1.0,True,De Baarsjes - Oud-West,52.37178,4.85301,Private room,1,1.0,1.0,2,58.0,3,30,True,0,4,4.43,False,58.0,174.0,0.05,0.07,0.14,2.99,0.0,1200.0
761,13439708,0.92,True,IJburg - Zeeburgereiland,52.35336,4.99456,Entire home/apt,4,2.0,3.0,17,350.0,3,1125,True,0,0,4.9,False,87.5,1050.0,0.09,0.18,0.2,4.99,0.0,1200.0
762,13449471,0.55,False,De Pijp - Rivierenbuurt,52.35643,4.88806,Entire home/apt,6,3.0,7.0,15,310.0,5,21,True,0,0,5.0,False,51.67,1550.0,0.15,0.21,0.27,4.99,0.0,1200.0
763,13463261,0.77,False,De Pijp - Rivierenbuurt,52.34789,4.89176,Entire home/apt,4,3.0,3.0,10,175.0,3,60,True,0,0,4.73,False,43.75,525.0,0.07,0.14,0.13,4.99,0.0,1200.0
764,13471485,0.47,False,De Pijp - Rivierenbuurt,52.35634,4.90442,Entire home/apt,4,2.0,1.0,6,150.0,7,15,True,0,0,5.0,False,37.5,1050.0,0.07,0.2,0.19,4.99,0.0,1200.0
765,13486108,0.0,False,Oostelijk Havengebied - Indische Buurt,52.37468,4.94674,Entire home/apt,4,3.0,3.0,5,156.0,4,20,True,0,0,4.91,False,39.0,624.0,0.07,0.18,0.17,4.99,0.0,1200.0
766,13489366,0.46,False,De Pijp - Rivierenbuurt,52.34252,4.89785,Entire home/apt,4,2.0,2.0,4,110.0,5,30,True,0,0,5.0,False,27.5,550.0,0.06,0.16,0.19,4.99,0.0,1200.0
767,13491924,1.0,True,Centrum-West,52.37643,4.88233,Entire home/apt,2,1.0,1.0,9,295.0,3,1125,True,0,0,5.0,True,147.5,885.0,0.14,0.21,0.37,4.99,0.0,1200.0
768,13509119,1.0,False,De Baarsjes - Oud-West,52.363,4.86578,Entire home/apt,4,3.0,3.0,10,250.0,4,30,True,0,0,4.79,False,62.5,1000.0,0.13,0.11,0.16,4.99,0.0,1200.0
769,13527219,0.06999999999999995,False,Centrum-West,52.37032,4.89104,Entire home/apt,2,1.0,1.0,11,289.0,4,120,True,0,0,5.0,False,144.5,1156.0,0.1,0.14,0.18,4.99,0.0,1200.0
770,13537254,0.2,False,De Baarsjes - Oud-West,52.36054,4.86428,Entire home/apt,4,2.0,2.0,12,200.0,7,1125,True,0,0,4.7,False,50.0,1400.0,0.08,0.24,0.32,4.99,0.0,1200.0
771,13537721,0.32,False,Centrum-Oost,52.37019,4.93074,Entire home/apt,5,3.0,3.0,9,275.0,3,14,True,0,0,5.0,False,55.0,825.0,0.09,0.19,0.26,4.99,0.0,1200.0
772,13571617,0.96,False,Oud-Oost,52.35544,4.90776,Entire home/apt,4,1.0,2.0,8,253.0,7,365,True,1,1,4.74,False,63.25,1771.0,0.09,0.18,0.25,4.99,0.0,1200.0
773,13612108,0.4,False,De Pijp - Rivierenbuurt,52.34437,4.90637,Entire home/apt,2,2.0,2.0,1,85.0,3,7,True,0,0,4.92,False,42.5,255.0,0.05,0.1,0.15,4.99,1.0,1200.0
774,13647474,1.0,True,Centrum-Oost,52.36229,4.90017,Private room,3,1.0,3.0,1,200.0,3,1001,True,2,4,4.86,False,66.67,600.0,0.06,0.25,0.24,4.99,1.0,1200.0
775,13654387,0.86,False,Geuzenveld - Slotermeer,52.3838,4.83647,Entire home/apt,4,3.0,4.0,6,199.0,4,30,True,0,0,4.71,False,49.75,796.0,0.07,0.18,0.14,4.99,1.0,1200.0
776,13655161,0.43,False,Oostelijk Havengebied - Indische Buurt,52.36174,4.93661,Entire home/apt,4,2.0,2.0,8,133.0,4,30,True,3,0,4.9,False,33.25,532.0,0.07,0.19,0.18,4.99,1.0,1200.0
777,13691198,0.77,True,De Pijp - Rivierenbuurt,52.34457,4.90245,Entire home/apt,2,1.0,2.0,6,145.0,3,1125,True,0,1,4.9,False,72.5,435.0,0.08,0.14,0.18,4.99,1.0,1200.0
778,13708567,1.0,True,Westerpark,52.37981,4.87418,Entire home/apt,4,1.0,1.0,6,212.0,1,365,True,4,1,4.95,True,53.0,212.0,0.05,0.24,0.25,4.99,1.0,1200.0
779,13710865,0.5,False,De Aker - Nieuw Sloten,52.33872,4.79454,Entire home/apt,6,3.0,4.0,13,400.0,4,20,True,0,0,4.62,True,66.67,1600.0,0.14,0.15,0.22,10.99,1.0,1200.0
780,13729010,0.86,False,Watergraafsmeer,52.35698,4.93415,Entire home/apt,4,2.0,2.0,10,179.0,2,21,True,0,0,4.86,False,44.75,358.0,0.07,0.17,0.18,4.99,1.0,1200.0
781,13760261,0.0,False,Centrum-West,52.36633,4.88552,Entire home/apt,4,2.0,2.0,22,450.0,4,31,True,0,1,4.38,True,112.5,1800.0,0.01,0.12,0.23,10.99,1.0,1200.0
782,13812250,1.0,True,Westerpark,52.37948,4.87532,Entire home/apt,4,2.0,2.0,19,361.0,1,365,True,4,3,4.6,True,90.25,361.0,0.08,0.06,0.3,4.99,1.0,1200.0
783,13817814,0.34,False,Westerpark,52.38298,4.87758,Entire home/apt,2,1.0,1.0,6,156.0,3,6,True,5,0,5.0,False,78.0,468.0,0.07,0.16,0.2,4.99,1.0,1200.0
784,13825117,1.0,False,Oud-Oost,52.35893,4.92372,Entire home/apt,3,1.0,2.0,3,130.0,3,6,True,0,0,4.72,False,43.33,390.0,0.05,0.14,0.17,4.99,1.0,1200.0
785,13836709,0.89,False,Noord-West,52.40451,4.91506,Private room,1,1.0,1.0,1,66.0,3,4,True,2,2,4.47,False,66.0,198.0,0.07,0.1,0.15,2.99,1.0,1200.0
786,13852643,0.96,False,Centrum-West,52.38106,4.88669,Private room,2,1.0,1.0,5,125.0,2,1125,True,0,0,4.77,False,62.5,250.0,0.04,0.12,0.2,4.99,1.0,1200.0
787,13854126,0.43,False,Westerpark,52.3837,4.87297,Entire home/apt,4,1.0,2.0,12,293.0,3,1125,True,8,1,4.68,False,73.25,879.0,0.08,0.2,0.21,4.99,1.0,1200.0
788,13854467,0.52,False,Zuid,52.34906,4.87094,Entire home/apt,4,3.0,4.0,27,584.0,3,1125,True,0,2,4.45,True,146.0,1752.0,0.11,0.18,0.33,10.99,1.0,1200.0
789,13873040,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36907,4.94288,Entire home/apt,4,2.0,3.0,1,140.0,2,23,True,0,0,4.67,False,35.0,280.0,0.07,0.13,0.16,4.99,1.0,1200.0
790,13882569,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36111,4.93493,Entire home/apt,2,1.0,1.0,3,75.0,3,1125,True,0,2,5.0,False,37.5,225.0,0.05,0.11,0.16,4.99,1.0,1200.0
791,13889292,1.0,False,Noord-Oost,52.38727,4.95789,Entire home/apt,4,3.0,3.0,5,189.0,6,1125,True,0,0,4.93,False,47.25,1134.0,0.08,0.23,0.18,4.99,1.0,1200.0
792,13891719,0.04999999999999999,False,Centrum-Oost,52.36428,4.91231,Entire home/apt,2,1.0,1.0,10,165.0,3,1124,True,0,0,4.71,True,82.5,495.0,0.08,0.16,0.22,4.99,1.0,1200.0
793,13897189,1.0,False,Westerpark,52.38231,4.87142,Entire home/apt,3,2.0,1.0,2,131.0,4,31,True,0,1,4.88,False,43.67,524.0,0.09,0.11,0.19,4.99,1.0,1200.0
794,13906273,1.0,False,Oostelijk Havengebied - Indische Buurt,52.3678,4.94205,Entire home/apt,2,1.0,1.0,4,100.0,6,1125,True,0,0,4.91,False,50.0,600.0,0.05,0.15,0.19,4.99,1.0,1200.0
795,13925585,0.73,False,De Baarsjes - Oud-West,52.36877,4.85404,Entire home/apt,2,1.0,1.0,3,129.0,3,5,True,2,0,4.97,False,64.5,387.0,0.07,0.12,0.2,4.99,1.0,1200.0
796,13950958,0.75,False,Watergraafsmeer,52.35228,4.92669,Entire home/apt,2,1.0,1.0,6,125.0,3,1125,True,4,0,5.0,False,62.5,375.0,0.06,0.15,0.2,4.99,1.0,1200.0
797,13952479,0.61,True,De Pijp - Rivierenbuurt,52.35765,4.90284,Entire home/apt,4,2.0,3.0,6,217.0,1,300,True,0,7,4.78,False,54.25,217.0,0.1,0.12,0.23,4.99,1.0,1200.0
798,13966822,1.0,False,Slotervaart,52.35328,4.83378,Private room,2,1.0,2.0,1,82.0,3,7,True,1,4,4.97,False,41.0,246.0,0.06,0.08,0.15,4.99,1.0,1200.0
799,14021891,1.0,False,Zuid,52.35129,4.85118,Entire home/apt,2,1.0,1.0,1,140.0,3,30,True,0,0,4.85,True,70.0,420.0,0.05,0.12,0.16,4.99,1.0,1200.0
800,14022661,0.6699999999999999,False,Zuid,52.34516,4.86432,Entire home/apt,2,1.0,2.0,1,100.0,4,6,True,1,0,4.86,False,50.0,400.0,0.04,0.16,0.16,4.99,1.0,1200.0
801,14034936,0.04999999999999999,False,Oud-Noord,52.39461,4.91771,Entire home/apt,2,1.0,2.0,5,75.0,3,21,True,0,0,4.89,False,37.5,225.0,0.04,0.11,0.16,4.99,1.0,1200.0
802,14054326,0.47,False,Centrum-Oost,52.36951,4.91187,Private room,2,1.0,1.0,8,135.0,3,1125,True,2,3,4.76,True,67.5,405.0,0.06,0.21,0.18,4.99,1.0,1200.0
803,14070038,0.12,False,Centrum-West,52.37153,4.88022,Entire home/apt,4,1.0,4.0,10,160.0,3,28,True,0,0,4.81,False,40.0,480.0,0.09,0.22,0.18,4.99,1.0,1200.0
804,14079338,0.81,False,Bos en Lommer,52.38011,4.85607,Entire home/apt,4,1.0,2.0,10,209.0,3,35,True,3,0,4.73,False,52.25,627.0,0.08,0.24,0.26,4.99,1.0,1200.0
805,14092826,0.88,False,Westerpark,52.38007,4.87164,Entire home/apt,4,2.0,2.0,9,200.0,3,60,True,0,0,4.82,False,50.0,600.0,0.1,0.13,0.27,4.99,1.0,1200.0
806,14146873,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37337,4.945,Entire home/apt,4,3.0,5.0,7,125.0,5,14,True,0,0,4.83,False,31.25,625.0,0.08,0.13,0.15,4.99,1.0,1200.0
807,14171624,1.0,False,Bos en Lommer,52.37851,4.84993,Entire home/apt,3,1.0,1.0,4,120.0,3,1125,True,0,0,4.73,False,40.0,360.0,0.05,0.14,0.17,4.99,1.0,1200.0
808,14172232,1.0,False,De Baarsjes - Oud-West,52.36116,4.86508,Entire home/apt,2,1.0,1.0,4,140.0,3,3,True,0,0,4.88,False,70.0,420.0,0.06,0.18,0.16,4.99,1.0,1200.0
809,14182817,0.19,False,Centrum-Oost,52.36246,4.90842,Entire home/apt,2,1.0,1.0,3,130.0,6,30,True,0,0,4.87,False,65.0,780.0,0.05,0.13,0.17,4.99,1.0,1200.0
810,14198060,0.0,False,Oud-Oost,52.36154,4.91452,Entire home/apt,2,1.0,1.0,4,139.0,3,1125,True,0,0,4.0,False,69.5,417.0,0.06,0.13,0.17,4.99,1.0,1200.0
811,14244097,0.5700000000000001,False,Centrum-Oost,52.36554,4.90685,Entire home/apt,4,2.0,3.0,11,360.0,7,28,True,0,0,4.67,False,90.0,2520.0,0.09,0.15,0.24,4.99,1.0,1200.0
812,14274504,0.75,True,Centrum-West,52.36863,4.88051,Private room,3,1.0,2.0,6,46.0,1,14,True,0,0,4.45,True,15.33,46.0,0.09,0.11,0.14,0.99,1.0,1200.0
813,14277750,0.53,False,Centrum-Oost,52.36795,4.89861,Entire home/apt,2,1.0,2.0,9,250.0,3,30,True,0,2,4.86,False,125.0,750.0,0.1,0.13,0.07,4.99,1.0,1200.0
814,14325757,1.0,True,Centrum-Oost,52.36026,4.895207,Private room,2,1.0,1.0,7,125.0,3,14,True,0,2,4.71,True,62.5,375.0,0.07,0.13,0.2,4.99,1.0,1200.0
815,14333038,0.44,False,Centrum-West,52.37003,4.87997,Entire home/apt,2,1.0,1.0,15,175.0,3,90,True,0,0,4.64,False,87.5,525.0,0.09,0.2,0.21,4.99,1.0,1200.0
816,14346556,0.5,False,De Baarsjes - Oud-West,52.37047,4.84998,Entire home/apt,2,1.0,1.0,2,149.0,3,1125,True,0,0,4.95,False,74.5,447.0,0.08,0.19,0.19,4.99,1.0,1200.0
817,14363151,0.0,False,IJburg - Zeeburgereiland,52.34696,5.01009,Entire home/apt,4,3.0,3.0,8,191.0,2,1125,True,6,0,4.83,True,47.75,382.0,0.08,0.18,0.21,4.99,1.0,1200.0
818,14364518,0.68,False,De Baarsjes - Oud-West,52.36485,4.87546,Entire home/apt,4,2.0,3.0,7,170.0,7,28,True,0,0,4.87,False,42.5,1190.0,0.06,0.19,0.22,4.99,1.0,1200.0
819,14394450,0.19999999999999996,False,De Pijp - Rivierenbuurt,52.35446120565449,4.895095963763081,Entire home/apt,2,1.0,1.0,2,150.0,2,30,True,0,1,4.55,False,75.0,300.0,0.06,0.16,0.2,4.99,1.0,1200.0
820,14412610,0.92,False,Centrum-Oost,52.36381,4.9144,Private room,2,1.0,1.0,5,85.0,4,1125,True,2,2,4.9,True,42.5,340.0,0.06,0.1,0.16,4.99,1.0,1200.0
821,14462366,0.41,False,Centrum-West,52.37301,4.88198,Entire home/apt,3,2.0,2.0,12,221.0,4,1125,True,0,0,4.56,False,73.67,884.0,0.12,0.17,0.25,4.99,1.0,1200.0
822,14465905,0.58,False,De Pijp - Rivierenbuurt,52.35525,4.88934,Entire home/apt,4,2.0,2.0,12,388.0,4,30,True,11,0,4.92,False,97.0,1552.0,0.07,0.23,0.26,4.99,1.0,1200.0
823,14548324,1.0,False,Westerpark,52.3906,4.88734,Entire home/apt,4,2.0,2.0,15,376.0,2,1125,True,1,0,4.85,True,94.0,752.0,0.0,0.21,0.31,4.99,1.0,1200.0
824,14572858,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36537,4.93583,Entire home/apt,4,2.0,2.0,4,185.0,3,30,True,3,0,4.83,False,46.25,555.0,0.06,0.17,0.22,4.99,1.0,1200.0
825,14610851,0.42,False,Buitenveldert - Zuidas,52.33217,4.88236,Entire home/apt,2,1.0,1.0,6,120.0,4,1125,True,0,0,5.0,False,60.0,480.0,0.06,0.13,0.18,4.99,1.0,1200.0
826,14728813,0.25,False,Zuid,52.34932,4.86891,Entire home/apt,4,4.0,3.0,10,314.0,2,14,True,0,1,5.0,False,78.5,628.0,0.1,0.26,0.21,4.99,1.0,1200.0
827,14760457,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36601,4.93361,Private room,2,1.0,1.0,5,135.0,3,7,True,1,4,4.81,True,67.5,405.0,0.08,0.2,0.14,4.99,0.0,425.0
828,14765588,0.33,False,De Aker - Nieuw Sloten,52.34705,4.79025,Entire home/apt,4,4.0,4.0,1,156.0,5,11,True,0,0,4.83,False,39.0,780.0,0.07,0.21,0.19,4.99,0.0,425.0
829,14815394,1.0,False,Westerpark,52.38046,4.87091,Entire home/apt,2,1.0,1.0,10,250.0,3,1125,True,0,0,5.0,False,125.0,750.0,0.06,0.15,0.21,4.99,0.0,425.0
830,14816635,1.0,True,Westerpark,52.37981,4.87418,Entire home/apt,5,2.0,2.0,9,390.0,1,365,True,6,1,4.7,True,78.0,390.0,0.07,0.15,0.25,4.99,0.0,425.0
831,14817368,1.0,True,Westerpark,52.3792,4.87433,Entire home/apt,2,1.0,1.0,6,195.0,1,365,True,3,6,4.76,True,97.5,195.0,0.07,0.22,0.21,4.99,0.0,425.0
832,14821744,1.0,False,Westerpark,52.37991,4.86757,Entire home/apt,2,1.0,1.0,12,110.0,3,20,True,0,0,4.86,True,55.0,330.0,0.06,0.16,0.21,4.99,0.0,585.0
833,14839350,0.13,False,De Baarsjes - Oud-West,52.36914,4.87526,Entire home/apt,3,2.0,2.0,16,375.0,3,1082,True,0,0,4.9,False,125.0,1125.0,0.07,0.23,0.27,4.99,0.0,425.0
834,14845555,1.0,True,De Baarsjes - Oud-West,52.36505,4.87606,Entire home/apt,4,1.0,3.0,19,400.0,2,1125,True,4,1,4.41,True,100.0,800.0,0.04,0.27,0.19,10.99,0.0,425.0
835,14869289,0.5700000000000001,False,De Baarsjes - Oud-West,52.35987,4.84998,Entire home/apt,2,1.0,1.0,10,145.0,3,10,True,0,0,4.98,False,72.5,435.0,0.05,0.1,0.16,4.99,0.0,425.0
836,14876448,0.75,False,Buitenveldert - Zuidas,52.33054,4.89016,Entire home/apt,2,1.0,1.0,5,162.0,4,15,True,10,0,5.0,False,81.0,648.0,0.07,0.17,0.14,4.99,0.0,425.0
837,14879214,0.62,False,De Pijp - Rivierenbuurt,52.35596,4.8886,Entire home/apt,2,1.0,1.0,8,169.0,3,30,True,1,0,4.76,False,84.5,507.0,0.07,0.16,0.18,4.99,0.0,425.0
838,14883807,0.78,False,De Baarsjes - Oud-West,52.35942,4.85676,Entire home/apt,4,3.0,4.0,8,256.0,2,1125,True,0,0,4.93,False,64.0,512.0,0.05,0.14,0.2,4.99,0.0,585.0
839,14884660,1.0,True,Bijlmer-Oost,52.32027,4.96463,Entire home/apt,4,3.0,2.0,1,125.0,3,11,True,2,1,4.91,False,31.25,375.0,0.06,0.06,0.18,4.99,0.0,585.0
840,14890435,0.0,False,Oostelijk Havengebied - Indische Buurt,52.3639,4.93747,Entire home/apt,4,2.0,2.0,1,85.0,28,60,True,0,0,4.67,False,21.25,2380.0,0.07,0.09,0.14,4.99,0.0,425.0
841,15013026,1.0,True,Westerpark,52.3891,4.8905,Entire home/apt,2,1.0,2.0,8,102.0,3,1125,True,3,9,4.93,False,51.0,306.0,0.06,0.16,0.19,4.99,0.0,470.0
842,15024573,1.0,False,Slotervaart,52.35594,4.844,Entire home/apt,2,1.0,1.0,5,129.0,7,15,True,0,0,5.0,False,64.5,903.0,0.06,0.08,0.2,4.99,0.0,650.0
843,15038140,0.45,False,Centrum-West,52.37994,4.88759,Entire home/apt,4,2.0,3.0,17,449.0,3,1125,True,2,0,4.66,False,112.25,1347.0,0.1,0.16,0.28,10.99,0.0,470.0
844,15045784,1.0,False,Westerpark,52.38066,4.87215,Entire home/apt,2,1.0,1.0,8,229.0,4,4,True,5,0,4.72,False,114.5,916.0,0.06,0.18,0.21,4.99,0.0,590.0
845,15046252,1.0,False,Slotervaart,52.36537,4.82862,Entire home/apt,2,1.0,1.0,5,110.0,3,45,True,8,4,4.75,False,55.0,330.0,0.05,0.11,0.17,4.99,0.0,720.0
846,15069603,0.67,False,De Baarsjes - Oud-West,52.36839,4.85363,Entire home/apt,2,1.0,1.0,4,96.0,2,1125,True,0,0,4.84,False,48.0,192.0,0.06,0.12,0.16,4.99,0.0,470.0
847,15081578,1.0,True,IJburg - Zeeburgereiland,52.35537,4.99057,Entire home/apt,6,4.0,7.0,20,314.0,4,30,True,0,0,5.0,False,52.33,1256.0,0.1,0.19,0.31,4.99,0.0,650.0
848,15093623,0.36,False,Centrum-West,52.3729,4.89869,Private room,2,1.0,1.0,2,150.0,4,1125,True,0,3,4.93,False,75.0,600.0,0.08,0.19,0.2,4.99,0.0,650.0
849,15096042,0.6,False,Centrum-Oost,52.36161,4.89083,Private room,2,1.0,1.0,7,130.0,5,200,True,0,1,4.92,False,65.0,650.0,0.08,0.17,0.19,4.99,0.0,470.0
850,15152694,0.68,True,Centrum-West,52.38265,4.89196,Entire home/apt,4,3.0,4.0,12,302.0,1,1125,True,5,1,4.96,False,75.5,302.0,0.12,0.2,0.16,4.99,1.0,525.0
851,15167502,0.9,False,De Baarsjes - Oud-West,52.36472,4.87417,Entire home/apt,4,2.0,2.0,2,189.0,3,15,True,0,1,4.9,False,47.25,567.0,0.08,0.19,0.22,4.99,1.0,525.0
852,15209631,1.0,True,Oostelijk Havengebied - Indische Buurt,52.37165,4.93705,Entire home/apt,2,1.0,1.0,10,267.0,4,50,True,0,0,4.94,False,133.5,1068.0,0.11,0.23,0.25,4.99,1.0,525.0
853,15210146,0.8,False,Bos en Lommer,52.3807,4.85693,Entire home/apt,2,1.0,1.0,8,83.0,3,15,True,0,0,4.96,False,41.5,249.0,0.05,0.1,0.16,4.99,0.0,525.0
854,15213109,0.42,False,Westerpark,52.38724,4.88051,Entire home/apt,4,2.0,2.0,11,298.0,3,1125,True,9,2,4.84,False,74.5,894.0,0.07,0.11,0.19,4.99,0.0,525.0
855,15260123,0.78,False,De Pijp - Rivierenbuurt,52.33335,4.89973,Private room,4,1.0,2.0,10,150.0,3,1001,True,0,2,4.66,False,37.5,450.0,0.07,0.18,0.17,4.99,1.0,525.0
856,15276959,0.28,False,Centrum-Oost,52.37328,4.9026,Private room,2,1.0,1.0,4,150.0,4,1125,True,3,2,4.89,False,75.0,600.0,0.08,0.11,0.13,4.99,0.0,525.0
857,15310556,0.61,False,De Pijp - Rivierenbuurt,52.35177,4.88864,Entire home/apt,2,1.0,1.0,7,206.0,4,1125,True,0,2,4.88,False,103.0,824.0,0.07,0.17,0.22,4.99,0.0,525.0
